Name0,Desc1,Desc2,Name1,HEX,R,G,B,Hue,Sat,Lum
green,medium dark green-cyan,Dark cyan,LightZydeco,#25937E,37,147,126,169,59.8,36.1
green,medium dark green-cyan,Dark cyan,Gossamer,#069B81,6,155,129,170,92.5,31.6
grey,cyan,Dark grayish cyan,Aqua Blue color (Mizu-iro),#86aba5,134,171,165,170,18.0,59.8
grey,medium light green-cyan,Dark grayish cyan - lime green,Water,#96ABA5,134,171,165,170,11.1,62.9
cyan,medium light green-cyan,Very soft cyan,Middle blue green,#8DD9CC,141,217,204,170,50.0,70.2
green,cyan,Dark moderate cyan,Keppel,#3AB09E,58,176,158,171,50.4,45.9
grey,medium dark cyan,Very dark grayish cyan,Silk crepe brown (Omeshicha),#354e4b,53,78,75,172,19.1,25.7
cyan,medium light cyan,Very soft cyan,LightKeppel,#8DDCD3,141,220,211,173,53.0,70.8
cyan,light cyan,Very soft cyan,LightTurquoise,#AFE4DE,175,228,222,173,49.5,79.0
cyan,cyan,Moderate cyan,LightGossamer,#39D1C2,57,209,194,174,62.3,52.2
cyan,cyan,Bright cyan,Turquoise,#40E0D0,64,224,208,174,72.1,56.5
cyan,medium dark cyan,Dark moderate cyan,Celadon green,#2F847C,47,132,124,174,47.5,35.1
cyan,medium light cyan,Slightly desaturated cyan,TiffanyBlue,#81D8D0,129,216,208,174,52.7,67.6
cyan,cyan,Moderate cyan,Bayside,#5fc9bf,95,201,191,174,49.5,58.0
cyan,cyan,Strong cyan,LightDeepSea,#1CC3B4,28,195,180,175,74.9,43.7
cyan,cyan,Strong cyan,Turquoise,#30D5C8,48,213,200,175,66.3,51.2
green,dark cyan,Dark cyan,Pine green,#01796F,1,121,111,175,98.4,23.9
grey,dark cyan,Very dark grayish cyan,Iron storage (Tetsuonando),#2b3736,43,55,54,175,12.2,19.2
cyan,cyan,Pure (or mostly pure) cyan,Turquoise blue,#00FFEF,0,255,239,176,100.0,50.0
green,medium dark cyan,Dark moderate cyan,Myrtle green,#317873,49,120,115,176,42.0,33.1
cyan,cyan,Vivid cyan,Bright turquoise,#08E8DE,8,232,222,177,93.3,47.1
green,dark cyan,Dark cyan,Skobeloff,#007A74,0,122,116,177,100.0,23.9
cyan,cyan,Moderate cyan,Verdigris,#43B3AE,67,179,174,177,45.5,48.2
cyan,cyan,Dark cyan,Lightseagreen,#20B2AA,32,178,170,177,69.5,41.2
cyan,medium dark cyan,Strong cyan,Tiffany Blue,#0ABAB5,10,186,181,178,89.8,38.4
blue,cyan,Vivid cyan,Fluorescent blue,#15F4EE,21,244,238,178,91.0,52.0
green,very dark cyan,Very dark cyan,Deep jungle green,#004B49,0,75,73,178,100.0,14.7
green,medium dark cyan,Dark cyan,Teal green,#00827f,0,130,127,178,100.0,25.5
green,medium dark cyan,Dark cyan,TropicalGreen,#008B87,0,139,135,178,100.0,27.3
cyan,cyan,Moderate cyan,Mediumturquoise,#48D1CC,72,209,204,178,59.8,55.1
cyan,light cyan,Pale cyan,Celeste,#B2FFFF,178,255,255,180,100.0,84.9
cyan,very light cyan,Very pale cyan,Lightcyan,#E0FFFF,224,255,255,180,100.0,93.9
cyan,light cyan,Very soft cyan,Paleturquoise,#AFEEEE,175,238,238,180,64.9,81.0
black,very dark cyan,Very dark cyan,Warm black,#004242,0,66,66,180,100.0,12.9
cyan,medium dark  cyan,Strong cyan,Robin egg blue,#00CCCC,0,204,204,180,100.0,40.0
cyan,cyan,Pure (or mostly pure) cyan,"Cyan,Aqua,Electric cyan,Waterspout",#00FFFF,0,255,255,180,100.0,50.0
black,very dark cyan,Very dark cyan,Rich black,#004040,0,64,64,180,100.0,12.5
cyan,cyan,Pure (or mostly pure) cyan,PaleBlue-Green,#00DDDD,0,221,221,180,100.0,43.3
grey,dark cyan,Very dark grayish cyan,Onando color (Onando-iro),#364141,54,65,65,180,9.2,23.3
grey,dark cyan,Very dark desaturated cyan,Darkslategray,#2F4F4F,47,79,79,180,25.4,24.7
white,very light cyan,Very pale (mostly white) cyan,Azure,#F0FFFF,240,255,255,180,100.0,97.1
cyan,cyan,Moderate cyan,Maximum blue green,#30BFBF,48,191,191,180,59.8,46.9
cyan,medium dark cyan,Dark cyan,Darkcyan,#008B8B,0,139,139,180,100.0,27.3
cyan,medium dark cyan,Dark cyan,"Teal,Stormcloud",#008080,0,128,128,180,100.0,25.1
grey,medium light cyan,Grayish cyan,LightSirocco,#B8C2C2,184,194,194,180,7.6,74.1
grey,cyan,Dark grayish cyan,Sirocco,#718080,113,128,128,180,6.2,47.3
grey,dark cyan,Very dark desaturated cyan,Goryeo storeroom (Kōrainando),#203838,32,56,56,180,27.3,17.3
cyan,cyan,Mostly desaturated dark cyan,Desaturated cyan,#669999,102,153,153,180,20.0,50.0
white,very light cyan,Very pale (mostly white) cyan,LightBubbles,#F5FFFF,245,255,255,180,100.0,98.0
black,dark cyan,Very dark (mostly black) cyan,Charleston green,#232B2B,35,43,43,180,10.3,15.3
grey,cyan,Mostly desaturated dark cyan,Steel Teal,#5F8A8B,95,138,139,181,18.8,45.9
cyan,medium dark cyan,Dark cyan,Viridian green,#009698,0,150,152,181,100.0,29.8
cyan,cyan,Strong cyan,Darkturquoise,#00CED1,0,206,209,181,100.0,41.0
cyan,cyan,Pure (or mostly pure) cyan,DeepTurquoise,#00DED1,0,206,209,181,100.0,43.5
cyan,cyan,Mostly desaturated dark cyan,Cadetblue,#5F9EA0,95,158,160,182,25.5,50.0
cyan,cyan,Strong cyan,Turquoise Surf,#00c5cd,0,197,205,182,100.0,40.2
cyan,cyan,Vivid cyan,Lotion blue,#15f2fd,21,242,253,182,98.3,53.7
cyan,cyan,Moderate cyan,Sea Serpent,#4bc7cf,75,199,207,183,57.9,55.3
grey,cyan,Dark grayish cyan,AuroMetalSaurus,#6e7f80,110,127,128,183,7.6,46.7
grey,medium dark cyan,Very dark grayish cyan,Rusty storage (Sabionando),#455859,69,88,89,183,12.7,31.0
white,very light cyan,Very pale (mostly white) cyan,Bubbles,#E7FEFF,231,254,255,183,100.0,95.3
cyan,light cyan,Very soft cyan,Waterspout,#a4f4f9,164,244,249,183,87.6,81.0
white,very light cyan,Very pale (mostly white) cyan,Rainshower,#EDFEFF,237,254,255,183,100.0,96.5
cyan,medium light cyan,Very light cyan,Electric blue,#7DF9FF,125,249,255,183,100.0,74.5
cyan,medium dark cyan,Dark cyan,Boy red,#0E9CA5,14,156,165,184,84.4,35.1
grey,very light cyan,Light grayish cyan,Indigo white (Aijiro),#ebf6f7,235,246,247,184,42.9,94.5
grey,very light cyan,Light grayish cyan,LightJungleMist,#DEEBEC,222,235,236,184,26.9,89.8
blue,cyan,Strong cyan,LightTealBlue,#18A7B5,24,167,181,185,76.6,40.2
blue,medium light cyan,Soft cyan,AquamarineBlue,#71D9E2,113,217,226,185,66.1,66.5
blue,cyan,Dark moderate cyan,Light blue color (Asagi-iro),#48929b,72,146,155,186,36.6,44.5
cyan,medium dark cyan,Dark cyan,Metallic Seaweed,#0A7E8C,10,126,140,186,86.7,29.4
blue,light cyan,Very soft cyan,Crystal,#a7d8de,167,216,222,186,45.5,76.3
green,dark cyan,Very dark cyan,Midnight green (eagle green),#004953,0,73,83,187,100.0,16.3
blue,light cyan,Very soft cyan,Powderblue,#B0E0E6,176,224,230,187,51.9,79.6
blue,medium dark cyan,Strong cyan,ScubaBlue,#00B2CA,0,178,202,187,100.0,39.6
grey,medium dark cyan,Very dark grayish cyan,Stormcloud,#4f666a,79,102,106,188,14.6,36.3
green,light cyan,Grayish cyan,JungleMist,#B4CFD3,180,207,211,188,26.1,76.7
blue,light cyan,Very soft cyan,Blizzard blue,#ACE5EE,172,229,238,188,66.0,80.4
blue,cyan,Pure (or mostly pure) cyan,Hawaii blue,#00c3e3,0,195,227,188,100.0,44.5
blue,light cyan,Very soft cyan,UltraBlue,#A3E3ED,163,227,237,188,67.3,78.4
green,medium dark cyan,Dark moderate cyan,Ming,#36747D,54,116,125,188,39.7,35.1
blue,cyan,Vivid cyan,Caribbean blue,#1ac1dd,26,193,221,188,78.9,48.4
blue,medium dark cyan,Strong cyan,KhazakstaniAzure,#00AFCA,0,175,202,188,100.0,39.6
grey,dark  cyan,Dark cyan,"""New Bridge"" color (Shinbashi-iro)",#006c7f,0,108,127,188,100.0,24.9
grey,dark  cyan,Very dark grayish cyan,Outer space (Crayola),#2D383A,45,56,58,189,12.6,20.2
blue,medium light cyan,Soft cyan,Medium sky blue,#80daeb,128,218,235,189,72.8,71.2
blue,dark cyan,Very dark desaturated cyan,Japanese indigo,#264348,38,67,72,189,30.9,21.6
blue,medium dark cyan,Dark cyan,Blue (Munsell),#0093AF,0,147,175,190,100.0,34.3
blue,medium light cyan,Soft cyan,Middle blue,#7ED4E6,126,212,230,190,67.5,69.8
blue,cyan,Pure (or mostly pure) cyan,BlueAtoll,#00B6D9,0,182,217,190,100.0,42.5
blue,medium light  cyan,Soft cyan,Sky blue (Crayola),#76D7EA,118,215,234,190,73.4,69.0
blue,medium dark cyan,Dark moderate cyan,WaterBlue,#256D7B,37,109,123,190,53.8,31.4
grey,medium dark cyan,Very dark grayish cyan,Outer space,#414a4c,65,74,76,190,7.8,27.6
blue,very light cyan,Pale cyan,Diamond,#b9f2ff,185,242,255,191,100.0,86.3
blue,cyan,Vivid cyan,Blue raspberry,#0cbfe9,12,191,233,191,90.2,48.0
blue,cyan,Strong cyan,Pacific blue,#1CA9C9,28,169,201,191,75.5,44.9
blue,medium dark  cyan,Strong cyan,Bondi blue,#0095B6,0,149,182,191,100.0,35.7
cyan,cyan,Moderate cyan,Moonstone,#3aa8c1,58,168,193,191,53.8,49.2
blue,cyan,Bright cyan,VividElectricBlue,#3ECAE8,62,202,232,191,78.7,57.6
blue,medium dark cyan,Dark cyan,Light blue flower (Hanaasagi),#1d697c,29,105,124,192,62.1,30.0
blue,cyan,Strong cyan,Green-blue,#219EBD,33,158,189,192,70.3,43.5
blue,medium dark cyan,Strong cyan,Blue-green,#0D98BA,13,152,186,192,86.9,39.0
blue,cyan,Moderate cyan,MauiBlue,#4EA4BA,78,164,186,192,43.9,51.8
blue,cyan,Strong cyan,Ball blue,#21ABCD,33,171,205,192,72.3,46.7
blue,very light cyan,Light grayish cyan,Water,#d4f1f9,212,241,249,192,75.5,90.4
blue,cyan,Pure (or mostly pure) cyan,Vivid sky blue,#00CCFF,0,204,255,192,100.0,50.0
grey,light  cyan,Light grayish cyan,Aluminum foil,#d2d9db,210,217,219,193,11.1,84.1
blue,medium dark cyan,Dark moderate cyan,Thousand herb color (Chigusa-iro),#317589,49,117,137,193,47.3,36.5
blue,cyan,Mostly desaturated dark cyan,Crystal blue,#68a0b0,104,160,176,193,31.3,54.9
blue,medium light cyan-blue,Soft blue,Maya blue,#73C2FB,115,194,215,193,94.4,71.8
blue,light cyan,Very soft cyan,Non-photo blue,#A4DDED,164,221,237,193,67.0,78.6
blue,cyan,Strong cyan,Crayola Cerulean,#02A4D3,2,164,211,193,98.1,41.8
grey,medium dark cyan,Very dark grayish cyan,Deep Space Sparkle,#4A646C,74,100,108,194,18.7,35.7
grey,blue,Dark grayish blue,Roman silver,#838996,131,150,156,194,8.3,55.1
blue,medium dark cyan,Dark moderate cyan,Teal blue,#367588,54,117,136,194,43.2,37.3
blue,cyan,Strong cyan,"Battery charged blue,Bright cerulean",#1DACD6,29,172,214,194,76.1,47.6
green,dark cyan,Very dark cyan,Light blue silk (Hanada),#044f67,4,79,103,194,92.5,21.0
blue,cyan,Moderate cyan,LightArtificialCerulean,#3AA1C1,58,161,193,194,53.8,49.2
blue,medium dark cyan,Very dark desaturated blue,Iron head flower color (Noshimehana-iro),#344d56,52,77,86,195,24.6,27.1
blue,medium light cyan,Slightly desaturated blue,Delicate girl blue,#6ab2ca,106,178,202,195,47.5,60.4
blue,cyan,Moderate cyan,Maximum blue,#47ABCC,71,171,204,195,56.6,53.9
black,dark cyan,Very dark grayish blue,Onyx,#353839,53,56,57,195,3.6,21.6
blue,cyan,Vivid blue,Spiro Disco Ball,#0FC0FC,15,192,252,195,97.5,52.4
blue,cyan,Pure (or mostly pure) blue,"Deep sky blue,Capri",#00BFFF,0,191,255,195,100.0,50.0
grey,medium dark cyan,Very dark grayish blue,Kimono storage (Omeshionando),#3d4c51,61,76,81,195,14.1,27.8
blue,light cyan,Pale blue,Winter Wizard,#a0e6ff,160,230,255,195,100.0,81.4
grey,medium dark cyan,Very dark grayish blue,Opposite flower color (Masuhana-iro),#4d646c,77,100,108,195,16.8,36.3
blue,light cyan,Very soft cyan,Lightblue,#ADD8E6,173,216,230,195,53.3,79.0
blue,cyan,Pure (or mostly pure) blue,Blue bolt,#00B9FB,0,185,251,196,100.0,49.2
blue,medium dark cyan,Dark blue,CG blue,#007AA5,0,122,165,196,100.0,32.4
blue,medium dark cyan,Dark blue,"Celadon blue,Cerulean",#007BA7,0,123,167,196,100.0,32.7
blue,light cyan,Pale blue,Fresh Air,#a6e7ff,166,231,255,196,100.0,82.5
grey,medium light  cyan,Grayish blue,Pastel blue,#aec6cf,174,198,207,196,25.6,74.7
cyan,cyan,Pure (or mostly pure) cyan,Cyan (process),#00B7EB,0,180,247,196,100.0,46.1
blue,cyan,Dark moderate blue,Jelly bean blue,#44798e,68,121,142,197,35.2,41.2
blue,medium dark  cyan,Dark blue,Sea blue,#006994,0,105,148,197,100.0,29.0
blue,cyan,Bright blue,Twitter blue,#26a7de,38,167,222,197,73.6,51.0
blue,medium light cyan,Very soft blue,Skyblue,#87CEEB,135,206,235,197,71.4,72.5
blue,medium dark  cyan,Strong blue,Blue (NCS),#0087BD,0,135,189,197,100.0,37.1
blue,cyan,Strong blue,GenuineCerulean,#0096D6,0,150,210,197,100.0,42.0
blue,cyan,Pure (or mostly pure) blue,Vivid cerulean,#00aaee,0,170,238,197,100.0,46.7
blue,medium dark  cyan,Dark blue,Blue sapphire,#126180,18,97,128,197,75.3,28.6
blue,cyan,Pure (or mostly pure) blue,Microsoft blue,#00a2ed,0,162,237,198,100.0,46.5
blue,cyan,Dark moderate blue,Sky Blue color (Sora-iro),#4d8fac,77,143,172,198,38.2,48.8
blue,cyan,Strong blue,Rich electric blue,#0892D0,8,146,208,199,92.6,42.4
blue,cyan,Strong blue,Cyan cornflower blue,#188bc2,24,139,194,199,78.0,42.7
blue,cyan,Strong blue,Douban Blue,#2496cd,36,150,205,199,70.1,47.3
blue,medium light cyan,Very soft blue,Baby blue,#89CFF0,137,207,240,199,77.4,73.9
blue,light cyan-blue,Soft blue,BabyBlue,#89CFFD,137,207,240,199,96.7,76.5
grey,medium dark  cyan,Very dark grayish blue,Cadet,#536872,83,104,114,199,15.7,38.6
blue,light cyan,Soft blue,Pale Cyan,#87d3f8,135,211,248,199,89.0,75.1
blue,medium dark cyan,Dark blue,ArtificialCerulean,#006594,0,101,148,199,100.0,29.0
blue,medium light cyan,Slightly desaturated blue,Moonstone blue,#73A9C2,115,169,194,199,39.3,60.6
blue,light cyan-blue,Light grayish blue,Columbia Blue,#c4d8e2,196,216,226,199,34.1,82.7
blue,medium light cyan,Slightly desaturated blue,Dark sky blue,#8CBED6,140,190,214,199,47.4,69.4
blue,cyan,Bright blue,UkrainianAzure,#42ADDE,66,173,222,199,70.3,56.5
grey,medium light cyan-blue,Grayish blue,Pewter Blue,#8BA8B7,139,168,183,200,23.4,63.1
blue,cyan-blue,Bright blue,Picton blue,#45B1E8,69,177,232,200,78.0,59.0
blue,light cyan-blue,Pale blue,ColumbiaBlue,#9BDDFF,155,221,255,200,100.0,80.4
grey,dark cyan-blue,Very dark grayish blue,Gunmetal,#2a3439,42,52,57,200,15.2,19.4
grey,light cyan-blue,Grayish blue,Silver sand,#BFC1C2,191,193,194,200,2.4,75.5
blue,medium dark  cyan,Strong blue,Star command blue,#007BB8,0,123,184,200,100.0,36.1
blue,medium light cyan-blue,Very soft blue,Light cornflower blue,#93CCEA,147,204,234,201,67.4,74.7
black,very dark cyan-blue,Very dark (mostly black) blue,Dark gunmetal,#1f262a,31,38,42,201,15.1,14.3
blue,light cyan-blue,Very soft blue,SpanishCerulean,#A8D9F3,168,217,243,201,75.8,80.6
blue,cyan-blue,Dark moderate blue,LightIndigo,#4081A4,64,129,164,201,43.9,44.7
blue,medium dark cyan-blue,Dark moderate blue,MediumIndigo,#3B708D,59,112,141,201,41.0,39.2
blue,cyan-blue,Vivid blue,FrenchCerulean,#0F9DEB,15,157,235,201,88.0,49.0
blue,medium dark cyan-blue,Dark blue,Linkedin Blue,#0072b1,0,114,177,201,100.0,34.7
blue,cyan-blue,Bright blue,Button blue,#24a0ed,36,160,237,202,84.8,53.5
blue,medium dark cyan-blue,Strong blue,Ocean boat blue,#0077be,0,119,190,202,100.0,37.3
blue,light cyan-blue,Very soft blue,Pantone,#B9D9EB,185,217,235,202,55.6,82.4
blue,cyan-blue,Pure (or mostly pure) blue,Blue cola,#0088dc,0,136,220,202,100.0,43.1
blue,light cyan-blue,Very soft blue,Uranian blue,#AFDBF5,175,219,245,202,77.8,82.4
blue,light cyan-blue,Soft blue,Lightskyblue,#87CEFA,135,206,250,203,92.0,75.5
blue,medium dark cyan-blue,Strong blue,Spanish blue,#0070B8,0,112,184,203,100.0,36.1
blue,medium dark cyan-blue,Dark blue,Medium Persian blue,#0067A5,0,103,165,203,100.0,32.4
blue,dark cyan-blue,Very dark blue,Dark imperial blue,#00416A,0,65,106,203,100.0,20.8
blue,medium dark cyan-blue,Strong blue,HonoluluBlue,#006DBA,0,109,176,203,100.0,36.5
blue,medium dark cyan-blue,Strong blue,French blue,#0072BB,0,114,187,203,100.0,36.7
blue,medium dark cyan-blue,Dark blue,Honolulu blue,#006DB0,0,109,176,203,100.0,34.5
blue,cyan-blue,Strong blue,Green-blue (Crayola),#2887C8,40,135,200,204,66.7,47.1
blue,cyan-blue,Moderate blue,Carolina blue,#56A0D3,86,160,211,204,58.7,58.2
grey,medium dark cyan-blue,Very dark grayish blue,Charcoal,#36454F,54,69,79,204,18.8,26.1
blue,cyan-blue,Mostly desaturated dark blue,"Air Force blue,Rackley",#5D8AA8,93,138,168,204,30.1,51.2
blue,cyan-blue,Mostly desaturated dark blue,Weldon Blue,#7c98ab,124,152,171,204,21.9,57.8
blue,medium dark cyan-blue,Dark blue,Pantone,#005B99,0,91,153,204,100.0,30.0
blue,cyan-blue,Moderate blue,Celestial blue,#4997D0,73,151,208,205,59.0,55.1
blue,cyan-blue,Dark moderate blue,Ultramarine color (Gunjō-iro),#5d8cae,93,140,174,205,33.3,52.4
blue,medium light cyan-blue,Very soft blue,Pale cerulean,#9BC4E2,155,196,226,205,55.0,74.7
blue,dark cyan-blue,Very dark blue,Prussian blue,#003153,0,49,83,205,100.0,16.3
blue,medium light cyan-blue,Slightly desaturated blue,Air superiority blue,#72A0C1,114,160,193,205,38.9,60.2
grey,medium light cyan-blue,Dark grayish blue,Cadet grey,#91A3B0,145,163,176,205,16.4,62.9
blue,medium light cyan-blue,Soft blue,Aero,#7CB9E8,124,185,232,206,70.1,69.8
blue,cyan-blue,Strong blue,Microsoft Edge blue,#0078d7,0,120,215,206,100.0,42.2
blue,very light cyan-blue,Light grayish blue,Azureish white,#dbe9f4,219,233,244,206,53.2,90.8
grey,medium dark cyan-blue,Mostly desaturated dark blue,"Dark electric blue,Payne grey",#536878,83,104,120,206,18.2,39.8
blue,light cyan-blue,Light grayish blue,"Pale aqua,Beau blue",#BCD4E6,188,212,230,206,45.7,82.0
blue,medium light cyan-blue,Soft blue,Blue jeans,#5DADEC,93,173,236,206,79.0,64.5
blue,cyan-blue,Moderate blue,Steelblue,#4682B4,70,130,180,207,44.0,49.0
blue,cyan-blue,Moderate blue,TuftsBlue,#417DC1,72,145,206,207,50.8,50.6
blue,medium light cyan-blue,Slightly desaturated blue,Forget-Me-Not,#70A3CC,112,163,204,207,47.4,62.0
blue,cyan-blue,Vivid blue,Weebly Blue,#1f8eed,31,142,237,207,85.1,52.5
blue,medium light cyan-blue,Slightly desaturated blue,Iceberg,#71A6D2,113,166,210,207,51.9,63.3
blue,cyan-blue,Strong blue,True Blue,#2D68C4,45,104,196,207,62.7,47.3
blue,cyan-blue,Strong blue,True Blue,#0073CF,0,115,207,207,100.0,40.6
black,very dark cyan-blue,Very dark (mostly black) blue,Rich black (FOGRA29),#010B13,1,11,19,207,90.0,3.9
blue,cyan-blue,Dark blue,CeruleanBlueHue,#3176AF,49,118,173,207,56.3,43.9
blue,cyan-blue,Moderate blue,FrenchCerulean,#357AB7,53,122,183,208,55.1,46.3
blue,dark cyan-blue,Very dark blue,Tardis blue,#003b6f,0,59,111,208,100.0,21.8
blue,cyan-blue,Moderate blue,MediumAzure,#458AC6,69,138,198,208,53.1,52.4
blue,medium light cyan-blue,Soft blue,Very light azure,#74bbfb,116,187,251,208,94.4,72.0
blue,dark cyan-blue,Very dark blue,Ateneo blue,#003A6C,0,58,108,208,100.0,21.2
white,very light cyan-blue,Very pale (mostly white) blue,Aliceblue,#F0F8FF,240,248,255,208,100.0,97.1
blue,cyan-blue,Slightly desaturated blue,Cerulean frost,#6D9BC3,109,155,195,208,41.7,59.6
blue,medium dark cyan-blue,Dark blue,USAFA blue,#004F98,0,79,152,209,100.0,29.8
blue,cyan-blue,Moderate blue,Cyan azure,#4e82b4,78,130,180,209,40.5,50.6
blue,medium dark cyan-blue,Dark blue,Medium electric blue,#035096,3,80,150,209,96.1,30.0
blue,cyan-blue,Dark moderate blue,AgateBlue,#44719B,68,113,155,209,39.0,43.7
blue,medium light cyan-blue,Soft blue,ArgentinianAzure,#74ACDF,116,172,223,209,62.6,66.5
grey,medium dark cyan-blue,Very dark grayish blue,Black coral,#54626F,84,98,111,209,13.8,38.2
blue,medium dark cyan-blue,Strong blue,Green-blue,#1164B4,17,100,180,209,82.7,38.6
blue,light cyan-blue,Very soft blue,Baby blue eyes,#A1CAF1,161,202,241,209,74.1,78.8
blue,medium dark cyan-blue,Dark blue,Dark cerulean,#08457E,8,69,126,209,88.1,26.3
blue,medium light cyan-blue,Moderate blue,Blue-gray,#6699CC,102,153,204,210,50.0,60.0
blue,medium light cyan-blue,Slightly desaturated blue,PowderBlue,#9EB9D4,158,185,212,210,38.6,72.5
grey,cyan-blue,Dark grayish blue,Slategray,#708090,112,128,144,210,12.6,50.2
blue,medium light cyan-blue,Vivid blue,Brilliant azure,#3399ff,51,153,255,210,100.0,60.0
grey,very light cyan-blue,Light grayish blue,Anti-flash white,#f2f3f4,242,243,244,210,8.3,95.3
blue,cyan-blue,Pure (or mostly pure) blue,Azure,#007FFF,0,127,255,210,100.0,50.0
blue,cyan-blue,Bright blue,Tufts blue,#3E8EDE,62,142,222,210,70.8,55.7
blue,cyan-blue,Strong blue,Bright navy blue,#1974D2,25,116,210,210,78.7,46.1
black,very dark  cyan-blue,Very dark (mostly black) blue,Rich black (FOGRA39),#010203,1,2,3,210,50.0,0.8
blue,dark  cyan-blue,Very dark blue,Dark midnight blue,#003366,0,51,102,210,100.0,20.0
grey,cyan-blue,Dark grayish blue,Lightslategray,#778899,119,136,153,210,14.3,53.3
blue,medium dark cyan-blue,Dark blue,Midnight blue,#00468c,0,70,140,210,100.0,27.5
blue,cyan-blue,Strong blue,MediumBlue,#0066CD,0,102,205,210,100.0,40.2
blue,light cyan-blue,Very soft blue,Pale Cornflower Blue,#abcdef,171,205,239,210,68.0,80.4
blue,cyan-blue,Vivid blue,Dodgerblue,#1E90FF,30,144,255,210,100.0,55.9
blue,cyan-blue,Moderate blue,Cyan-blue azure,#4682bf,70,130,191,210,48.6,51.2
blue,medium dark cyan-blue,Dark blue,Lapis lazuli,#26619c,38,97,156,210,60.8,38.0
blue,cyan-blue,Bright blue,Bleu de France,#318CE7,49,140,231,210,79.1,54.9
blue,medium dark  cyan-blue,Strong blue,BrightNavyBlue,#0066CC,0,102,204,210,100.0,40.0
blue,cyan-blue,Dark moderate blue,Queen blue,#436B95,67,107,149,211,38.0,42.4
blue,medium dark cyan-blue,Dark blue,SpanishCobaltBlue,#00438A,0,67,138,211,100.0,27.1
blue,medium dark cyan-blue,Dark blue,IndigoDye,#1A5798,17,80,147,211,70.8,34.9
blue,medium light cyan-blue,Slightly desaturated blue,Dark pastel blue,#779ecb,119,158,203,212,44.7,63.1
blue,medium light cyan-blue,Slightly desaturated blue,PaleCerulean,#98B4D4,152,180,212,212,41.1,71.4
black,very dark cyan-blue,Very dark blue,Oxford blue,#002147,0,33,71,212,100.0,13.9
blue,cyan-blue,Moderate blue,Silver Lake blue,#5D89BA,93,137,186,212,40.3,54.7
blue,medium dark cyan-blue,Dark blue,Yale Blue,#0F4D92,15,77,146,212,81.4,31.6
blue,dark cyan-blue,Very dark blue,Cool black,#002E63,0,46,99,212,100.0,19.4
blue,medium light cyan-blue,Soft blue,Little boy blue,#6CA0DC,108,160,220,212,61.5,64.3
blue,medium light cyan-blue,Soft blue,French sky blue,#77B5FE,119,181,254,212,98.5,73.1
blue,cyan-blue,Strong blue,Denim,#1560BD,21,96,189,213,80.0,41.2
blue,medium light  cyan-blue,Very light blue,Parakeet Blue,#7eb6ff,126,182,255,213,100.0,74.7
blue,medium dark cyan-blue,Dark moderate blue,Metallic blue,#32527b,50,82,123,213,42.2,33.9
blue,medium light cyan-blue,Very soft blue,Jordy blue,#8AB9F1,138,185,241,213,78.6,74.3
grey,cyan-blue,Mostly desaturated dark blue,Shadow blue,#778BA5,119,139,165,214,20.4,55.7
blue,dark cyan-blue,Very dark blue,Prussian blue color (Konjō-iro),#003171,0,49,113,214,100.0,22.2
blue,cyan-blue,Pure (or mostly pure) blue,Brandeis blue,#0070FF,0,112,255,214,100.0,50.0
blue,light cyan-blue,Very soft blue,Lightsteelblue,#B0C4DE,176,196,222,214,41.1,78.0
blue,medium dark cyan-blue,Dark blue,Cobalt blue,#0047AB,0,71,171,215,100.0,33.5
blue,cyan-blue,Strong blue,Celtic blue,#246BCE,36,107,206,215,70.2,47.5
blue,medium dark cyan-blue,Dark blue,Cyan cobalt blue,#28589c,40,88,156,215,59.2,38.4
blue,cyan-blue,Strong blue,Flickr Blue,#216bd6,33,107,214,215,73.3,48.4
blue,cyan-blue,Dark blue,MediumSapphire,#2D5DA1,45,93,161,215,56.3,40.4
blue,medium light cyan-blue,Very soft blue,Light cobalt blue,#88ace0,136,172,224,215,58.7,70.6
blue,medium dark cyan-blue,Dark blue,SpanishIndigo,#003C92,0,60,146,215,100.0,28.6
blue,medium dark cyan-blue,Dark moderate blue,B'dazzled blue,#2E5894,46,88,148,215,52.6,38.0
blue,medium light cyan-blue,Soft blue,United Nations blue,#5B92E5,91,146,229,216,72.6,62.7
blue,cyan-blue,Slightly desaturated blue,Glaucous,#6082B6,96,130,182,216,37.1,54.5
blue,cyan-blue,Pure (or mostly pure) blue,Crayola Blue,#0066FF,0,102,255,216,100.0,50.0
blue,medium dark cyan-blue,Strong blue,Sapphire,#0F52BA,15,82,186,216,85.1,39.4
blue,cyan-blue,Vivid blue,Blue (Crayola),#1F75FE,31,117,254,217,99.1,55.9
blue,medium dark cyan-blue,Dark blue,Lapis lazuli color (Ruri-iro),#1f4788,31,71,136,217,62.9,32.7
blue,cyan-blue,Dark moderate blue,LightGulfBlue,#3560A6,53,96,166,217,51.6,42.9
blue,cyan-blue,Dark moderate blue,Blue yonder,#5072A7,80,114,167,217,35.2,48.4
blue,medium light cyan-blue,Soft blue,Google Chrome blue,#4c8bf5,76,139,245,217,89.4,62.9
brown,medium light  brown,Dark grayish orange,SimplyTaupe,#ABA092,71,100,146,217,13.0,62.2
blue,medium dark cyan-blue,Strong blue,Absolute Zero,#0048BA,0,72,186,217,100.0,36.5
blue,medium light cyan-blue,Very soft blue,Vista blue,#7c9ed9,124,158,217,218,55.0,66.9
