Name0,Desc1,Desc2,Name1,HEX,R,G,B,Hue,Sat,Lum
pink,pink,Dark moderate pink,Medium ruby,#AA4069,170,64,105,337,45.3,45.9
pink,pink,Vivid pink,Ruby,#E0115F,224,17,95,337,85.9,47.3
grey,medium light pink,Grayish pink,OrchidMist,#C3A6B1,195,166,177,337,19.5,70.8
pink,pink,Moderate pink,RaspberrySorbet,#CC3A71,204,58,113,337,58.9,51.4
pink,medium light pink,Very soft pink,LightNightShadz,#D98AA8,217,138,168,337,51.0,69.6
pink,medium light pink,Bright pink,Crayola Violet Red,#F7468A,247,70,138,337,91.7,62.2
pink,pink,Vivid pink,Raspberry,#E30B5D,227,11,93,337,90.8,46.7
pink,medium light pink-red,Soft red,WildWatermelon,#F05B78,253,91,153,337,83.2,64.9
pink,light pink,Very soft pink,LightCharm,#EDBACD,237,186,205,338,58.6,82.9
pink,pink,Strong pink,Debian red,#d70a53,215,10,83,338,91.1,44.1
pink,light pink,Very soft pink,Amaranth pink,#F19CBB,241,156,187,338,75.2,77.8
purple,medium dark pink,Dark moderate pink,Quinacridone magenta,#8E3A59,142,58,89,338,42.0,39.2
red,pink,Bright pink,Razzmatazz,#E3256B,227,37,107,338,77.2,51.8
pink,medium light pink,Soft pink,Cyclamen,#F56FA1,245,111,161,338,87.0,69.8
pink,medium light pink,Slightly desaturated pink,BlackberryCream,#D597AE,213,151,174,338,42.5,71.4
purple,medium light pink,Slightly desaturated pink,English lavender,#B48395,180,131,149,338,24.6,61.0
red,medium dark pink,Dark pink,Pink raspberry,#980036,152,0,54,338,100.0,29.8
pink,pink,Soft pink,Fandango pink,#DE5285,222,82,133,338,68.0,59.6
pink,medium light pink,Very soft pink,LightBlush,#DE98B2,222,152,178,338,51.5,73.3
pink,pink,Strong pink,Pictorial carmine,#C30B4E,195,11,78,338,89.3,40.4
red,pink,Pure (or mostly pure) pink,SpanishFuchsia,#E30052,227,0,82,338,100.0,44.5
purple,pink,Moderate pink,"Irresistible,Raspberry rose",#B3446C,179,68,108,338,44.9,48.4
pink,very light pink,Light grayish pink,LightCarissma,#F6C6D8,246,198,216,338,72.7,87.1
purple,medium dark pink,Dark moderate pink,RedPlum,#7E314D,126,49,77,338,44.0,34.3
pink,pink,Moderate pink,Mystic,#D65282,214,82,130,338,61.7,58.0
pink,medium light pink,Soft pink,French rose,#F64A8A,246,74,138,338,90.5,62.7
pink,pink,Dark moderate pink,Tree peony (Bōtan),#a4345d,164,52,93,338,51.9,42.4
pink,pink,Dark pink,Rich maroon,#B03060,176,48,96,338,57.1,43.9
red,pink,Vivid pink,Crayola Razzmatazz,#E30B5C,227,11,92,338,90.8,46.7
purple,medium dark pink,Dark pink,MediumCerise,#9F1F4C,159,31,76,339,67.4,37.3
red,medium dark pink,Dark pink,Opaltone,#9E0E40,158,14,64,339,83.7,33.7
red,pink,Strong pink,LightRedDevil,#C51C56,197,28,86,339,75.1,44.1
black,dark pink,Very dark pink,Dark chocolate (Hershey's),#3c1321,60,19,33,339,51.9,15.5
red,pink,Pure (or mostly pure) pink,UA red,#D9004C,217,0,76,339,100.0,42.5
pink,light pink,Very soft pink,LightCabaret,#EF9BB9,239,155,185,339,72.4,77.3
pink,pink,Moderate pink,DeepCarmineRose,#BB466F,187,70,111,339,46.2,50.4
pink,light pink,Very soft pink,PaleBlush,#F4BBCF,244,187,207,339,72.2,84.5
pink,pink,Moderate pink,Ruber,#CE4676,206,70,118,339,58.1,54.1
pink,medium light pink,Soft pink,French pink,#FD6C9E,253,108,158,339,97.3,70.8
red,pink,Strong pink,DebianRed,#D70A52,215,10,83,339,91.1,44.1
pink,pink,Moderate pink,DeepCarmineRuby,#BE3262,190,50,98,339,58.3,47.1
pink,medium light pink,Very soft pink,LightCadillac,#DC9DB3,220,157,179,339,47.4,73.9
pink,light pink,Very soft pink,Nadeshiko pink,#F6ADC6,246,173,198,339,80.2,82.2
pink,medium light pink,Light pink,Sasquatch Socks,#ff4681,255,70,129,340,100.0,63.7
pink,medium light pink,Soft pink,JapaneseAtomicCarminePink,#EC5486,236,84,134,340,80.0,62.7
pink,medium light pink,Slightly desaturated pink,Charm,#D47494,212,116,148,340,52.7,64.3
pink,medium light pink,Very soft pink,Carissma,#EA88A8,234,136,168,340,70.0,72.5
purple,pink,Dark moderate pink,China rose,#A8516E,168,81,110,340,34.9,48.8
red,pink,Pure (or mostly pure) pink,RoseNeyron,#FF0057,255,0,87,340,100.0,50.0
pink,light pink,Very soft pink,Cameo pink,#EFBBCC,239,187,204,340,61.9,83.5
red,pink,Strong pink,Spanish carmine,#D10047,209,0,71,340,100.0,41.0
black,dark pink,Very dark pink,Chocolate Kisses,#3c1421,60,20,33,340,50.0,15.7
pink,medium light pink,Soft pink,"Pale red violet,Pale violet red",#DB7093,219,112,147,340,59.8,64.9
pink,medium light pink,Very soft pink,"Charm pink,Light Thulian pink",#E68FAC,230,143,172,340,63.5,73.1
pink,pink,Strong pink,Rose red,#C21E56,194,30,86,340,73.2,43.9
white,very light pink,Very pale (mostly white) pink,Lavenderblush,#FFF0F5,255,240,245,340,100.0,97.1
red,pink,Pure (or mostly pure) pink,Folly,#FF004F,255,0,79,341,100.0,50.0
pink,light pink,Pale pink,LightPuce,#FFAFC8,255,175,200,341,100.0,84.3
pink,medium light pink,Soft pink,BrightBlush,#E47698,228,118,152,341,67.1,67.8
pink,pink,Moderate pink,DeepBlush,#B44668,180,70,104,341,44.0,49.0
grey,very light pink,Light grayish pink,LightCanCan,#EBCBD6,237,203,214,341,44.4,85.9
pink,light pink,Very soft pink,Harmonious rose,#f29cb7,242,156,183,341,76.8,78.0
pink,medium light pink,Soft pink,Strawberry,#fc5a8d,252,90,141,341,96.4,67.1
pink,medium light pink,Soft pink,Dark pink,#E75480,234,84,128,342,75.4,61.8
pink,pink,Dark pink,Amaranth purple,#AB274F,171,39,79,342,62.9,41.2
purple,medium dark pink,Very dark pink,ClaretViolet,#6E1C34,110,28,52,342,59.4,27.1
pink,pink,Strong pink,Utah Crimson,#D3003F,211,0,63,342,100.0,41.4
pink,pink,Bright pink,CeriseMagenta,#DA3163,218,49,99,342,69.5,52.4
grey,pink,Mostly desaturated dark pink,WistfulMauve,#976F7B,151,111,123,342,16.1,51.4
pink,pink,Dark moderate pink,NightShadz,#AA375A,170,55,90,342,51.1,44.1
pink,pink,Strong pink,Carminorubaceous,#BC2350,188,35,80,342,68.6,43.7
pink,light pink,Very soft pink,Orchid pink,#F2BDCD,242,189,205,342,67.1,84.5
pink,medium light pink,Soft pink,Crayola Tickle Me Pink,#FC80A5,252,128,165,342,95.4,74.5
red,medium light pink,Soft pink,Blush,#DE5D83,222,93,131,342,66.2,61.8
orange,medium light red-orange,Soft red,Burnt sienna,#E97451,233,116,81,13.8,77.6,61.6
pink,medium light pink,Soft pink,Light crimson,#f56991,245,105,145,342,87.5,68.6
purple,dark pink,Very dark pink,Light chocolate cosmos,#551f2f,85,31,47,342,46.6,22.7
grey,medium dark pink,Very dark desaturated pink,Deep Tuscan red,#66424d,102,66,77,342,21.4,32.9
pink,pink,Strong pink,Rich carmine,#D70040,215,0,64,342,100.0,42.2
pink,light pink,Soft pink,Tickle Me Pink,#FC89AC,252,137,172,342,95.0,76.3
pink,pink,Dark moderate pink,Cadillac,#B04C6A,176,76,106,342,39.7,49.4
purple,pink,Mostly desaturated dark pink,"Mauve taupe,Raspberry glace",#915F6D,145,95,109,343,20.8,47.1
pink,pink,Soft pink,CabaretPurple,#D94972,217,73,114,343,65.5,56.9
pink,medium light pink,Slightly desaturated pink,CanCan,#D591A4,213,145,164,343,44.7,70.2
pink,pink,Strong pink,RichRaspberry,#D72D5C,215,45,92,343,68.0,51.0
red,medium dark pink,Dark pink,French wine,#ac1e44,172,30,68,343,70.3,39.6
pink,pink,Bright pink,CarmineRuby,#F03D6F,240,61,111,343,85.6,59.0
pink,very light pink,Light grayish pink,Piggy pink,#FDDDE6,253,221,230,343,88.9,92.9
pink,pink,Moderate pink,Cinnamon Satin,#CD607E,205,96,126,343,52.2,59.0
pink,pink,Moderate pink,RaspberryWine,#B63157,182,49,87,343,57.6,45.3
red,pink,Pure (or mostly pure) pink,CherryRed,#FF0047,255,0,71,343,100.0,50.0
red,pink,Strong pink,MediumRichMagenta,#C32350,195,35,80,343,69.6,45.1
pink,light pink,Very soft pink,Flamingo pink,#fc8eac,252,142,172,343,94.8,77.3
purple,medium dark pink,Dark pink,Claret,#7F1734,127,23,52,343,69.3,29.4
purple,medium light pink,Slightly desaturated pink,OrchidMauve,#C17E91,193,126,145,343,35.1,62.5
pink,pink,Bright pink,"Cerise,Cherry",#DE3163,222,49,99,343,72.4,53.1
grey,medium dark pink,Very dark grayish pink,Grape mouse (Budōnezumi),#63424b,99,66,75,344,20.0,32.4
brown,pink,Mostly desaturated dark pink,Rose Dust,#9E5E6F,158,94,111,344,25.4,49.4
red,medium dark pink,Strong pink,Crimson glory,#BE0032,190,0,50,344,100.0,37.3
red,medium dark pink,Dark pink,DeepCrimson,#AD1C42,173,28,66,344,72.1,39.4
pink,light pink,Very light pink,Baker-Miller pink,#FF91AF,255,145,175,344,100.0,78.4
pink,light pink,Very soft pink,Vanilla ice,#F38FA9,243,143,169,344,80.6,75.7
black,dark pink,Very dark pink,Dark scarlet,#560319,86,3,25,344,93.3,17.5
red,pink,Pure (or mostly pure) pink,RichCarmineRed,#EB003C,235,0,60,345,100.0,46.1
purple,medium dark pink-red,Dark red,Big dip o’ruby,#9C2542,156,37,66,345,61.7,37.8
purple,dark pink-red,Very dark red,CrimsonLake,#670F25,103,15,37,345,74.6,23.1
pink,pink-red,Bright red,RosePearl,#F03865,240,56,101,345,86.0,58.0
red,pink-red,Pure (or mostly pure) red,Electric crimson,#FF003F,255,0,63,345,100.0,50.0
purple,medium dark pink-red,Dark red,Burgundy,#800020,128,0,32,345,100.0,25.1
purple,pink,Dark moderate pink,Plum purple (Umemurasaki),#8F4155,143,65,85,345,37.5,40.8
pink,light pink,Very soft pink,Crayola Mauvelous,#F091A9,240,145,169,345,76.0,75.5
purple,medium light pink-red,Slightly desaturated red,Charm,#d0748b,208,116,139,345,49.5,63.5
red,medium dark pink-red,Dark red,Alabama crimson,#af002a,175,0,42,345,100.0,34.3
red,medium dark pink,Strong pink,Red (NCS),#C40233,196,2,51,345,98.0,38.8
purple,medium light pink-red,Slightly desaturated red,Puce,#CC8899,204,136,153,345,40.0,66.7
black,very dark pink-red,Very dark red,Chocolate brown,#3f000f,63,0,15,345,100.0,12.4
red,medium dark  pink-red,Strong red,Vivid crimson,#cc0033,204,0,51,345,100.0,40.0
pink,medium light pink,Soft pink,AtomicCarminePink,#FA4F7B,250,79,123,345,94.5,64.5
pink,pink-red,Vivid red,Spanish crimson,#E51A4C,229,26,76,345,79.6,50.0
red,pink-red,Pure (or mostly pure) red,Red (Munsell),#F2003C,242,0,60,345,100.0,47.5
red,pink-red,Strong red,Bright maroon,#C32148,195,33,72,346,71.1,44.7
pink,light pink-red,Very soft red,Flower girl,#f498ad,244,152,173,346,80.7,77.6
pink,light pink-red,Very soft red,Pink Sherbet,#F78FA7,247,143,167,346,86.7,76.5
red,pink-red,Strong red,Kermes,#C3103A,195,16,58,346,84.8,41.4
red,pink-red,Vivid red,American rose,#FF033E,255,3,62,346,100.0,50.6
purple,dark pink-red,Very dark red,Pomegranate,#660c21,102,12,33,346,78.9,22.4
red,medium dark pink-red,Dark red,Shiraz,#B20931,178,9,49,346,90.4,36.7
grey,pink-red,Slightly desaturated red,Turkish rose,#B57281,181,114,129,347,31.2,57.8
red,pink-red,Pure (or mostly pure) red,Carmine red,#FF0038,255,0,56,347,100.0,50.0
red,pink-red,Bright red,RougeRed,#E44165,228,65,101,347,75.1,57.5
pink,pink-red,Vivid red,Awesome,#FF2052,255,32,82,347,100.0,56.3
red,pink-red,Moderate red,Medium crimson (dye) (Nakabeni),#c93756,201,55,86,347,57.5,50.2
red,pink-red,Strong red,Dingy Dungeon,#C53151,197,49,81,347,60.2,48.2
red,medium dark pink-red,Dark red,Deep carmine,#A9203E,169,32,62,347,68.2,39.4
pink,pink-red,Bright red,Paradise pink,#E63E62,230,62,98,347,77.1,57.3
red,medium dark pink-red,Dark red,AlabamaCrimson,#A32638,163,38,65,347,62.2,39.4
pink,pink-red,Vivid red,Red (Crayola),#EE204D,238,32,77,347,85.8,52.9
red,medium dark pink-red,Dark red,Burgundy,#900020,144,0,32,347,100.0,28.2
brown,pink-red,Dark moderate red,Mauvewood,#AB5C6D,171,92,109,347,32.0,51.6
brown,medium dark pink-red,Dark moderate red,Sappanwood (Suō),#7e2639,126,38,57,347,53.7,32.2
pink,very light pink-red,Pale red,Cherry blossom pink,#FFB7C5,255,183,197,348,100.0,85.9
grey,medium light pink-red,Dark grayish red,MauveTaupe,#AF868E,175,134,142,348,20.4,60.6
pink,medium light pink-red,Soft red,Brink pink,#FB607F,251,96,127,348,95.1,68.0
pink,light pink-red,Very soft red,Mauvelous,#EF98AA,239,152,170,348,73.1,76.7
brown,pink-red,Mostly desaturated dark red,MediumPuce,#8E616A,142,97,106,348,18.8,46.9
pink,medium light pink-red,Light red,Radical Red,#FF355E,255,53,94,348,100.0,60.4
pink,medium light pink-red,Light red,Infra red,#FF476C,255,73,108,348,100.0,63.9
pink,medium light pink-red,Light red,Infra red,#ff496c,255,73,108,348,100.0,64.3
brown,medium dark pink-red,Very dark desaturated red,Catawba,#703642,112,54,66,348,34.9,32.5
purple,medium dark pink-red,Dark red,UP maroon,#7B1113,125,52,67,348,75.7,27.5
brown,dark pink-red,Very dark desaturated red,Fake purple (Nisemurasaki),#43242a,67,36,42,348,30.1,20.2
red,pink-red,Vivid red,Crimson,#DC143C,220,20,60,348,83.3,47.1
pink,medium light pink-red,Bright red,Neon Fuchsia,#fe4164,254,65,100,348,99.0,62.5
brown,dark pink-red,Very dark desaturated red,Temptress,#3c2126,60,33,38,348,29.0,18.2
pink,pink,Bright pink,Amaranth,#E52B80,229,43,80,348,78.2,53.3
red,pink-red,Bright red,Amaranth,#E52B50,229,43,80,348,78.2,53.3
pink,very light pink-red,Very pale red,PaleLightPink,#FFE4E9,255,228,233,349,100.0,94.7
grey,medium light pink-red,Grayish red,Black Shadows,#BFAFB2,191,175,178,349,11.1,71.8
pink,very light pink-red,Very pale red,Bubble gum,#ffc1cc,255,193,204,349,100.0,87.8
pink,medium light pink-red,Very soft red,Shimmering Blush,#D98695,217,134,149,349,52.2,68.8
red,pink-red,Strong red,Huawei Red,#cf0a2c,207,10,44,349,90.8,42.5
red,pink-red,Strong red,French raspberry,#C72C48,199,44,72,349,63.8,47.6
brown,medium dark pink-red,Very dark desaturated red,MediumBurgundy,#63313A,99,49,58,349,33.8,29.0
red,pink-red,Strong red,Rambutan,#c71232,199,18,50,349,83.4,42.5
pink,medium light pink-red,Light red,Magic Potion,#FF4466,255,68,102,349,100.0,63.3
red,medium dark pink-red,Dark red,Crimson,#9E1B32,158,27,50,349,70.8,36.3
pink,medium light pink-red,Soft red,"Ultra red,Wild Watermelon",#FC6C85,252,109,133,350,96.0,70.6
pink,very light pink-red,Very pale red,Pink,#FFC0CB,255,192,203,350,100.0,87.6
red,medium dark pink-red,Dark red,Antique ruby,#841B2D,132,27,45,350,66.0,31.2
red,pink-red,Pure (or mostly pure) red,Spanish red,#E60026,230,0,38,350,100.0,45.1
red,pink-red,Moderate red,Popstar,#BE4F62,190,79,98,350,46.1,52.7
pink,very light pink,Very pale pink,Pink,#FFCBDB,255,192,203,350,100.0,89.8
red,pink-red,Vivid red,Medium candy apple red,#E2062C,226,6,44,350,94.8,45.5
red,medium dark pink-red,Dark red,Carmine,#960018,150,0,24,350,100.0,29.4
red,medium dark pink-red,Strong red,Cadmium purple,#b60c26,182,12,38,350,87.6,38.0
pink,light pink-red,Very soft red,Sweet Sixteen,#f29eab,242,158,171,350,76.4,78.4
pink,medium light pink-red,Light red,Fiery rose,#FF5470,255,84,112,350,100.0,66.5
grey,light pink-red,Light grayish red,PaleAmaranthPink,#DDBEC3,221,190,195,350,31.3,80.6
pink,pink-red,Pure (or mostly pure) red,Ruddy,#ff0028,255,0,40,350,100.0,50.0
purple,medium dark pink-red,Dark red,Red-violet (Color wheel),#922B3E,146,43,62,350,54.5,37.1
pink,light pink-red,Very light red,Salmon pink,#FF91A4,255,145,164,350,100.0,78.4
red,pink-red,Strong red,Cardinal,#C41E3A,196,30,58,350,73.5,44.3
red,medium dark pink-red,Dark red,Royal red,#9b1c31,155,28,49,350,69.4,35.9
pink,pink-red,Vivid red,Tractor red,#FD0E35,253,14,53,350,98.4,52.4
grey,pink-red,Dark grayish red,TwilightMauve,#896F73,137,111,115,351,10.5,48.6
purple,pink-red,Dark moderate red,Deep puce,#A95C68,169,92,104,351,30.9,51.2
purple,pink-red,Slightly desaturated red,Rose gold,#B76E79,183,110,121,351,33.6,57.5
brown,dark pink-red,Very dark desaturated red,Purple kite (Murasakitobi),#512c31,81,44,49,351,29.6,24.5
red,pink-red,Pure (or mostly pure) red,Cadmium red,#E30022,227,0,34,351,100.0,44.5
pink,very light pink-red,Pale red,Lightpink,#FFB6C1,255,182,193,351,100.0,85.7
red,pink-red,Strong red,Blood orange,#d1001c,209,0,28,351,100.0,41.0
red,pink-red,Strong red,Foreign crimson (Karakurenai),#c91f37,201,31,55,351,73.3,45.5
pink,medium light pink-red,Light red,NeonRed,#FF4E6A,255,78,106,351,100.0,65.3
pink,medium light pink-red,Light red,Sizzling Red,#FF3855,255,56,85,351,100.0,61.0
pink,medium light pink-red,Light red,VividCarminePink,#FF5771,255,87,113,351,100.0,67.1
pink,pink-red,Bright red,Desire,#ea3c53,234,60,83,352,80.6,57.6
red,pink-red,Strong red,RaspberryRed,#C51D34,197,29,52,352,74.3,44.3
brown,dark pink-red,Very dark red,Chocolate cosmos,#58111a,88,17,26,352,67.6,20.6
pink,pink-red,Strong red,Stop red,#cf142b,207,20,43,352,82.4,44.5
pink,medium light pink-red,Soft red,Red plum colored (Kōbai-iro),#db5a6b,219,90,107,352,64.2,60.6
red,medium dark pink-red,Dark red,Wine red,#b11226,177,18,38,352,81.5,38.2
red,pink-red,Dark red,Upsdell red,#AE2029,174,22,42,352,68.9,40.4
pink,medium light pink-red,Soft red,LightCarminePink,#F26476,242,100,118,352,84.5,67.1
red,medium dark pink-red,Dark red,Youtube red,#b2071d,178,7,29,352,92.4,36.3
pink,pink-red,Bright red,Rusty red,#DA2C43,218,44,67,352,70.2,51.4
pink,medium light pink-red,Very soft red,Parrot Pink,#d998a0,217,152,160,352,46.1,72.4
red,pink-red,Strong red,American red,#b32134,179,33,52,352,68.9,41.6
red,pink-red,Moderate red,Brick red,#CB4154,203,65,84,352,57.0,52.5
brown,medium dark pink-red,Dark moderate red,Solid pink,#893843,137,56,67,352,42.0,37.8
grey,medium dark pink-red,Mostly desaturated dark red,Galaxy,#755258,117,77,82,353,17.6,39.0
pink,medium light pink-red,Soft red,Froly,#F57584,245,117,132,353,86.5,71.0
brown,dark pink-red,Very dark red,Rosewood,#65000B,101,0,11,353,100.0,19.8
red,medium dark pink-red,Dark red,CrimsonRed,#AD1022,173,16,34,353,83.1,37.1
brown,medium dark pink-red,Very dark desaturated red,Puce red,#722F37,114,47,55,353,41.6,31.6
pink,pink-red,Strong red,Chinese red,#cd071e,205,7,30,353,93.4,41.6
pink,pink-red,Strong red,Philippine red,#ce1127,206,17,39,353,84.8,43.7
brown,red,Moderate red,DarkTerraCotta,#CC4E3C,204,78,92,353,58.5,51.8
red,medium dark pink-red,Dark red,Red devil,#860111,134,1,17,353,98.5,26.5
red,medium dark pink-red,Strong red,HarvardCrimson,#C90016,201,0,22,353,100.0,39.4
pink,pink-red,Moderate red,Dark terra cotta,#cc4e5c,204,78,92,353,55.3,55.3
grey,pink-red,Dark grayish red,Bazaar,#98777B,152,119,123,353,13.8,53.1
pink,very light pink-red,Light grayish red,Pale pink,#FADADD,250,218,221,354,76.2,91.8
grey,medium dark pink-red,Very dark grayish red,Dark puce,#4F3A3C,79,58,60,354,15.3,26.9
grey,medium light pink-red,Dark grayish red,DeauvilleMauve,#AD9194,173,145,148,354,14.6,62.4
red,pink-red,Strong red,Fire engine red,#CE2029,206,22,41,354,73.1,46.7
brown,medium dark pink-red,Very dark red,InternetPuce,#681C23,104,28,35,354,57.6,25.9
brown,medium dark pink-red,Very dark desaturated red,British Standard BS 2660 BS 1-025 - Crimson,#713036,113,48,54,354,40.4,31.6
pink,pink-red,Vivid red,QuinacridoneRed,#E8192F,232,25,47,354,81.8,50.4
purple,medium light pink-red,Slightly desaturated red,BrightMauveGlow,#D0868E,208,134,142,354,44.0,67.1
pink,medium light pink-red,Very soft red,Ruddy pink,#e18e96,225,142,150,354,58.0,72.0
grey,light pink-red,Grayish red,Natural Color System,#CFBCBE,207,188,190,354,16.5,77.5
red,medium dark pink-red,Dark red,Ruby red,#9B111E,155,17,30,354,80.2,33.7
pink,pink-red,Vivid red,Sprint Red,#ec2131,236,33,49,355,84.2,52.7
pink,pink-red,Bright red,Imperial red,#ED2939,237,41,57,355,84.5,54.5
purple,medium dark pink-red,Dark moderate red,Cordovan,#893F45,137,63,69,355,37.0,39.2
red,pink-red,Moderate red,Strawberry red,#c83f49,200,63,73,355,55.5,51.6
pink,medium light pink-red,Soft red,Candy pink,#E4717A,228,113,122,355,68.0,66.9
grey,pink-red,Dark grayish red,Rocket metallic,#8A7F80,138,127,128,355,4.5,52.0
pink,medium light pink-red,Soft red,Light carmine pink,#e66771,230,103,113,355,71.8,65.3
pink,medium light pink-red,Bright red,Red Salsa,#FD3A4A,253,58,74,355,98.0,61.0
red,pink-red,Bright red,"Alizarin crimson,Rose madder",#E32636,227,38,54,355,77.1,52.0
pink,medium light pink-red,Soft red,Peach-colored (Momo-iro),#f47983,244,121,131,355,84.8,71.6
brown,medium dark pink-red,Dark red,Japanese carmine,#9D2933,157,41,51,355,58.6,38.8
brown,pink-red,Moderate red,DeepCarmineRed,#BC3F4A,188,63,74,355,49.8,49.2
pink,medium light pink-red,Soft red,Begonia,#fa6e79,250,110,121,355,93.3,70.6
